Date,Brand,Country,Ad_Spend (€),Impressions,Clicks,Conversions,Revenue (€),ROI,CTR,CPC (€),Conversion_Rate,Ad_Frequency,Avg_Cart_Value (€),Return_Rate,Customer_Satisfaction,Sentiment_Score,Tweet_Mentions,Sentiment_Trend,% Positive Tweets,% Negative Tweets,Target_Age,Target_Gender,Target_Occupation,Target_Income,Ad_Channel,Ad_Type
2023-06-30,PlayStation,Canada,7108188,68552321,4636798,1279197,392463840.41,55.21,0.0676,1.53,0.2759,41.86,306.8,0.0653,4.82,-0.1,25224,-0.09,28.1,71.9,55-64,Non-binary,Unemployed,Low,Print,Video
2023-06-30,PlayStation,Espagne,2640837,22376145,1604975,468589,37724538.91,14.29,0.0717,1.65,0.292,11.53,80.51,0.0291,4.27,0.25,35255,0.18,50.2,49.8,55-64,Non-binary,Student,High,Digital,Search Ad
2023-06-30,PlayStation,Italie,6137322,101306148,1838886,503386,156905546.4,25.57,0.0182,3.34,0.2737,34.91,311.7,0.0506,4.9,0.56,12748,0.37,72.2,27.799999999999997,45-54,Male,Employee,Low,Outdoor,Banner
2023-06-30,PlayStation,Brésil,7469894,80375932,7933600,2023141,960056576.88,128.52,0.0987,0.94,0.255,31.79,474.54,0.0902,3.1,-0.64,40314,-0.61,12.5,87.5,55-64,Non-binary,Employee,Low,Outdoor,Sponsored Post
2023-06-30,PlayStation,Australie,9201262,93635196,3414314,326424,15008650.81,1.63,0.0365,2.69,0.0956,94.7,45.98,0.1477,4.4,0.81,90102,0.76,59.3,40.7,35-44,Non-binary,Self-employed,Middle,Outdoor,Banner
2023-06-30,PlayStation,Japon,75659,885115,9213,702,257444.44,3.4,0.0104,8.21,0.0762,0.19,366.63,0.1312,3.93,0.95,89935,0.8,53.8,46.2,65+,Female,Unemployed,Middle,Outdoor,Search Ad
2023-06-30,Red Bull,USA,926897,6496822,512277,121437,38530513.26,41.57,0.0789,1.81,0.2371,1.45,317.29,0.0513,3.15,0.92,28368,0.79,81.2,18.799999999999997,18-24,Non-binary,Student,Low,Social Media,Banner
2023-06-30,Red Bull,France,8536168,140241424,1431173,125292,47444260.64,5.56,0.0102,5.96,0.0875,36.36,378.67,0.0424,3.68,0.67,43825,0.87,78.7,21.299999999999997,18-24,Male,Unemployed,Low,Social Media,Video
2023-06-30,Red Bull,Allemagne,945797,11735503,735683,178426,83258181.35,88.03,0.0627,1.29,0.2425,6.43,466.63,0.047,3.05,-0.64,46737,-0.8,12.5,87.5,45-54,Non-binary,Retired,High,Digital,Video
2023-06-30,Red Bull,UK,2765362,34114962,1524933,113856,12737462.64,4.61,0.0447,1.81,0.0747,13.17,111.87,0.0674,4.78,-0.3,24210,-0.24,34.1,65.9,45-54,Female,Unemployed,Low,TV,Search Ad
2023-06-30,Red Bull,Canada,2880540,40238046,2974013,776945,20286086.44,7.04,0.0739,0.97,0.2612,8.37,26.11,0.0595,3.59,0.5,66333,0.45,45.3,54.7,45-54,Female,Employee,Middle,Outdoor,Banner
2023-06-30,Red Bull,Espagne,5862737,113853096,10684322,2590007,475028085.86,81.02,0.0938,0.55,0.2424,31.25,183.41,0.1383,4.99,-0.13,77487,-0.19,36.2,63.8,65+,Female,Unemployed,High,TV,Sponsored Post
2023-06-30,Red Bull,Italie,1983193,26596698,2309901,658935,23462007.43,11.83,0.0868,0.86,0.2853,6.75,35.61,0.0979,4.55,-0.17,37706,-0.02,22.1,77.9,35-44,Non-binary,Student,Middle,Outdoor,Banner
2023-06-30,Red Bull,Brésil,5569588,62337350,3014320,384632,35074190.21,6.3,0.0484,1.85,0.1276,27.7,91.19,0.0691,4.22,0.23,7079,0.37,47.5,52.5,35-44,Non-binary,Unemployed,Middle,TV,Email
2023-06-30,Red Bull,Australie,3707229,46741748,3707074,953378,245228206.51,66.15,0.0793,1.0,0.2572,148.1,257.22,0.1131,3.2,-0.72,61907,-0.79,13.0,87.0,65+,Non-binary,Employee,Low,Outdoor,Banner
2023-06-30,Red Bull,Japon,3038542,30444513,470090,113521,46384216.91,15.27,0.0154,6.46,0.2415,6.4,408.59,0.0216,4.16,0.34,37923,0.25,61.0,39.0,25-34,Female,Unemployed,Low,Print,Video
2023-06-30,Canon,USA,4936534,62557851,1879098,494671,157662802.77,31.94,0.03,2.63,0.2632,23.23,318.72,0.1071,3.26,0.19,44097,0.1,52.2,47.8,55-64,Non-binary,Employee,High,Outdoor,Sponsored Post
2023-06-30,Canon,France,3761453,69449559,6878430,734359,187341918.5,49.81,0.099,0.55,0.1068,27.67,255.11,0.0942,4.25,0.21,81495,0.35,32.3,67.7,55-64,Female,Employee,Middle,Outdoor,Sponsored Post
2023-06-30,Canon,Allemagne,2411705,16886893,1232269,262558,44012600.7,18.25,0.073,1.96,0.2131,14.83,167.63,0.1489,4.14,-0.91,72854,-1.07,3.8,96.2,55-64,Female,Employee,Low,TV,Video
2023-06-30,Canon,UK,4827255,88846985,4016849,411677,175703464.49,36.4,0.0452,1.2,0.1025,18.57,426.8,0.0906,4.44,0.86,8051,0.79,46.6,53.4,65+,Female,Retired,Middle,TV,Search Ad
2023-06-30,Canon,Canada,7598068,140549462,13549517,886125,376584950.54,49.56,0.0964,0.56,0.0654,45.52,424.98,0.1002,3.73,0.04,35304,0.2,51.8,48.2,35-44,Non-binary,Self-employed,Low,TV,Video
2023-06-30,Canon,Espagne,5037924,37500513,2595454,716891,292983213.52,58.16,0.0692,1.94,0.2762,8.6,408.69,0.0443,4.25,0.9,43013,0.81,49.2,50.8,45-54,Non-binary,Unemployed,Low,Print,Sponsored Post
2023-06-30,Canon,Italie,594338,9266549,319965,42762,19011160.62,31.99,0.0345,1.86,0.1336,20.41,444.57,0.0946,3.92,0.67,62063,0.86,82.8,17.200000000000003,45-54,Non-binary,Unemployed,High,TV,Email
2023-06-30,Canon,Brésil,1564846,29141849,1318893,156814,17800765.5,11.38,0.0453,1.19,0.1189,9.36,113.51,0.1261,3.34,0.08,73955,-0.04,49.9,50.1,35-44,Female,Retired,Middle,Outdoor,Banner
2023-06-30,Canon,Australie,8136515,97193372,1054637,160628,50356579.23,6.19,0.0109,7.71,0.1523,84.35,313.5,0.1352,3.83,0.68,15472,0.81,58.3,41.7,65+,Non-binary,Self-employed,High,TV,Email
2023-06-30,Canon,Japon,359706,6389746,423482,73826,5239115.61,14.56,0.0663,0.85,0.1743,45.53,70.96,0.0421,3.45,0.63,87248,0.49,78.4,21.599999999999994,35-44,Female,Retired,High,Social Media,Search Ad
2023-06-30,Heineken,USA,1850092,18528515,1467570,148773,20508567.59,11.09,0.0792,1.26,0.1014,8.26,137.85,0.1345,4.12,0.85,87566,0.82,55.7,44.3,35-44,Non-binary,Retired,High,Print,Search Ad
2023-06-30,Heineken,France,1436438,12412454,699542,117794,41970233.4,29.22,0.0564,2.05,0.1684,2.94,356.3,0.1332,3.23,0.03,83559,0.14,43.5,56.5,65+,Non-binary,Student,Low,Digital,Banner
2023-06-30,Heineken,Allemagne,7949861,112503042,9940115,2823568,316654380.58,39.83,0.0884,0.8,0.2841,134.49,112.15,0.0546,3.33,-0.84,58956,-1.04,5.9,94.1,18-24,Male,Unemployed,High,Social Media,Search Ad
2023-06-30,Heineken,UK,6993679,60144515,4561331,781485,319133890.51,45.63,0.0758,1.53,0.1713,152.89,408.37,0.1294,4.45,-0.62,23566,-0.75,10.0,90.0,55-64,Male,Employee,Low,Print,Sponsored Post
2023-06-30,Heineken,Canada,8718368,82005877,6752483,741460,122969805.96,14.1,0.0823,1.29,0.1098,19.68,165.85,0.0869,4.75,0.12,55445,0.27,44.4,55.6,45-54,Male,Student,Middle,Digital,Sponsored Post
2023-06-30,Heineken,Espagne,9928756,52184150,3747540,998332,101156123.66,10.19,0.0718,2.65,0.2664,20.69,101.33,0.0413,3.55,-0.81,6729,-0.73,7.3,92.7,65+,Male,Student,Low,Social Media,Email
2023-06-30,Heineken,Italie,4636659,37761830,314066,93196,42373108.21,9.14,0.0083,14.76,0.2967,12.96,454.67,0.1161,3.95,-0.66,93695,-0.54,9.3,90.7,25-34,Male,Employee,Middle,Outdoor,Video
2023-06-30,Heineken,Brésil,3913089,43543237,893192,80890,4047098.19,1.03,0.0205,4.38,0.0906,15.24,50.03,0.1314,4.23,0.85,64767,0.9,71.8,28.200000000000003,35-44,Female,Employee,Low,TV,Email
2023-06-30,Heineken,Australie,7587991,38929228,392661,35744,9362883.98,1.23,0.0101,19.32,0.091,41.54,261.94,0.127,3.54,-0.09,87038,-0.14,29.2,70.8,65+,Non-binary,Self-employed,High,Digital,Email
2023-06-30,Heineken,Japon,2566272,44709480,766659,183299,23859594.59,9.3,0.0171,3.35,0.2391,15.74,130.17,0.0257,4.71,-0.79,36502,-0.89,8.4,91.6,55-64,Non-binary,Retired,Middle,TV,Search Ad
2023-06-30,Lamborghini,USA,2234400,38650100,496609,127288,19067501.65,8.53,0.0128,4.5,0.2563,7.79,149.8,0.141,3.51,-0.46,95565,-0.43,23.4,76.6,45-54,Male,Self-employed,Middle,Social Media,Banner
2023-06-30,Lamborghini,France,933821,8715040,251142,64943,32205458.51,34.49,0.0288,3.72,0.2586,9.14,495.9,0.0782,3.72,-0.54,34702,-0.51,22.3,77.7,45-54,Female,Student,Middle,Print,Sponsored Post
2023-06-30,Lamborghini,Allemagne,5129760,58015882,4704597,805651,212077731.88,41.34,0.0811,1.09,0.1712,23.18,263.24,0.1161,3.32,-0.73,68058,-0.63,10.4,89.6,45-54,Female,Unemployed,Middle,TV,Search Ad
2023-06-30,Lamborghini,UK,3857644,71081017,2043594,603474,146688318.66,38.03,0.0288,1.89,0.2953,15.02,243.07,0.0582,3.15,0.88,13834,0.77,67.5,32.5,55-64,Non-binary,Unemployed,Middle,Print,Search Ad
2023-06-30,Lamborghini,Canada,3680668,52371117,2688169,459483,229608800.93,62.38,0.0513,1.37,0.1709,13.96,499.71,0.1159,5.0,-0.5,20871,-0.63,13.9,86.1,35-44,Male,Employee,High,Digital,Sponsored Post
2023-06-30,Lamborghini,Espagne,1653180,12879212,645334,61375,29925691.78,18.1,0.0501,2.56,0.0951,3.33,487.58,0.1388,3.09,-0.4,10022,-0.36,20.2,79.8,45-54,Male,Student,Middle,Digital,Banner
2023-06-30,Lamborghini,Italie,3948298,55025102,5108749,966889,306733056.41,77.69,0.0928,0.77,0.1893,13.24,317.24,0.1419,3.42,0.91,21879,0.75,47.8,52.2,35-44,Non-binary,Employee,High,Social Media,Sponsored Post
2023-06-30,Lamborghini,Brésil,5989028,91247565,5189879,1278458,125059439.45,20.88,0.0569,1.15,0.2463,25.84,97.82,0.1427,3.32,-0.82,80117,-0.91,8.9,91.1,35-44,Male,Student,High,Outdoor,Sponsored Post
2023-06-30,Lamborghini,Australie,8522760,114706317,8082418,1446537,517715390.62,60.75,0.0705,1.05,0.179,137.72,357.9,0.0886,4.82,0.6,79858,0.65,47.3,52.7,18-24,Female,Retired,Low,Print,Banner
2023-06-30,Lamborghini,Japon,44726,499861,11507,2468,736169.55,16.46,0.023,3.89,0.2145,0.18,298.23,0.0641,4.62,-0.61,38197,-0.58,14.2,85.8,18-24,Non-binary,Unemployed,Low,TV,Sponsored Post
2023-06-30,Hyundai,USA,857015,14937557,1311674,286922,33196348.18,38.73,0.0878,0.65,0.2187,6.0,115.7,0.0393,4.55,0.66,5185,0.81,66.9,33.099999999999994,18-24,Non-binary,Unemployed,Low,TV,Email
2023-06-30,Hyundai,France,3243227,26994195,887355,94817,31503278.17,9.71,0.0329,3.65,0.1069,6.39,332.25,0.1194,3.34,-0.49,66893,-0.59,20.1,79.9,18-24,Female,Student,Low,TV,Banner
2023-06-30,Hyundai,Allemagne,6147178,76448650,6273532,1791774,396914592.77,64.57,0.0821,0.98,0.2856,108.4,221.52,0.0265,3.61,-0.78,66945,-0.65,9.1,90.9,45-54,Male,Self-employed,Middle,Outdoor,Sponsored Post
2023-06-30,Hyundai,UK,2970876,59398581,2783539,536207,170497522.02,57.39,0.0469,1.07,0.1926,85.26,317.97,0.0662,4.63,0.08,12175,-0.08,47.9,52.1,45-54,Female,Retired,High,Print,Video
2023-06-30,Hyundai,Canada,7160925,79381355,6840662,438393,27279421.85,3.81,0.0862,1.05,0.0641,17.5,62.23,0.0263,3.74,-0.41,3731,-0.31,21.6,78.4,45-54,Male,Student,High,Digital,Banner
2023-06-30,Hyundai,Espagne,1642493,17795492,662934,111265,6134418.76,3.73,0.0373,2.48,0.1678,53.58,55.13,0.0225,3.77,-0.18,71443,-0.24,38.1,61.9,25-34,Non-binary,Unemployed,High,Digital,Search Ad
2023-06-30,Hyundai,Italie,4542049,81140137,3882370,814221,324989626.27,71.55,0.0478,1.17,0.2097,17.5,399.14,0.055,4.82,0.01,51909,-0.1,26.4,73.6,25-34,Male,Employee,High,TV,Search Ad
2023-06-30,Hyundai,Brésil,2676514,21090946,493548,129960,63205298.55,23.61,0.0234,5.42,0.2633,7.48,486.34,0.1273,3.19,0.19,69327,0.36,51.9,48.1,25-34,Non-binary,Student,Low,Digital,Email
2023-06-30,Hyundai,Australie,2574988,21854249,160405,9506,3739239.69,1.45,0.0073,16.05,0.0593,8.66,393.34,0.0924,4.87,0.35,21980,0.5,38.9,61.1,25-34,Female,Self-employed,Middle,Print,Sponsored Post
2023-06-30,Hyundai,Japon,8303180,88353228,7255193,1147221,63325255.19,7.63,0.0821,1.14,0.1581,27.97,55.2,0.066,4.19,0.68,28040,0.63,51.5,48.5,65+,Female,Employee,Low,Social Media,Banner
2023-06-30,Siemens,USA,4298886,49672896,2380825,347585,147395938.39,34.29,0.0479,1.81,0.146,34.16,424.06,0.0732,4.4,-0.22,65619,-0.3,28.1,71.9,18-24,Female,Self-employed,Middle,Digital,Banner
2023-06-30,Siemens,France,4946618,78457908,1664598,101222,30641211.42,6.19,0.0212,2.97,0.0608,21.61,302.71,0.0539,4.98,-0.27,80205,-0.29,19.2,80.8,35-44,Male,Unemployed,Low,Outdoor,Email
2023-06-30,Siemens,Allemagne,681116,10502169,241121,63322,25567598.92,37.54,0.023,2.82,0.2626,2.55,403.77,0.1386,3.44,-0.78,7080,-0.93,7.6,92.4,35-44,Male,Retired,High,Print,Banner
2023-06-30,Siemens,UK,1552236,9993320,754543,175628,60434819.4,38.93,0.0755,2.06,0.2328,4.17,344.11,0.1255,3.51,-0.81,4003,-0.74,6.0,94.0,65+,Female,Retired,Low,Outdoor,Email
2023-06-30,Siemens,Canada,9204908,49718038,4048872,446349,119790305.2,13.01,0.0814,2.27,0.1102,15.8,268.38,0.136,4.97,0.29,30413,0.26,42.6,57.4,65+,Non-binary,Unemployed,Middle,Outdoor,Email
2023-06-30,Siemens,Espagne,9647841,130027012,10053159,1716867,129044966.08,13.38,0.0773,0.96,0.1708,51.94,75.16,0.1399,4.26,0.3,8579,0.39,60.1,39.9,25-34,Female,Retired,Low,Social Media,Sponsored Post
2023-06-30,Siemens,Italie,6781054,86302277,5229334,908264,308108600.88,45.44,0.0606,1.3,0.1737,30.82,339.23,0.028,4.39,0.84,69484,0.98,86.2,13.799999999999997,45-54,Male,Self-employed,Low,TV,Search Ad
2023-06-30,Siemens,Brésil,1805033,18056210,100066,26480,12765706.67,7.07,0.0055,18.04,0.2646,4.07,482.07,0.1077,4.85,0.19,49907,0.03,54.9,45.1,55-64,Male,Employee,Middle,Social Media,Email
2023-06-30,Siemens,Australie,1201647,17646896,1165374,238001,20374893.66,16.96,0.066,1.03,0.2042,6.15,85.61,0.0422,3.88,-0.79,2106,-0.7,9.1,90.9,55-64,Female,Retired,High,Social Media,Banner
2023-06-30,Siemens,Japon,5347974,32655182,2540752,665206,121016647.25,22.63,0.0778,2.1,0.2618,63.25,181.92,0.0676,4.63,-0.92,95152,-1.02,2.2,97.8,65+,Non-binary,Student,Low,Print,Sponsored Post
2023-06-30,Volkswagen,USA,6844202,62308938,6024527,1237706,304931899.98,44.55,0.0967,1.14,0.2054,13.02,246.37,0.1281,4.31,-0.86,8516,-0.98,5.2,94.8,55-64,Male,Unemployed,High,Digital,Banner
2023-06-30,Volkswagen,France,8806467,161923505,4904014,332057,18191049.94,2.07,0.0303,1.8,0.0677,230.97,54.78,0.1282,4.77,0.5,93655,0.49,60.7,39.3,18-24,Non-binary,Self-employed,Middle,Social Media,Search Ad
2023-06-30,Volkswagen,Allemagne,967543,12847361,645306,144877,35225676.97,36.41,0.0502,1.5,0.2245,13.73,243.14,0.1467,4.6,0.59,59645,0.53,46.5,53.5,35-44,Female,Student,Low,TV,Video
2023-06-30,Volkswagen,UK,6716094,97779552,8961477,2273736,547101601.32,81.46,0.0916,0.75,0.2537,202.73,240.62,0.0202,4.38,-0.89,68323,-1.0,3.8,96.2,65+,Non-binary,Unemployed,Middle,TV,Search Ad
2023-06-30,Volkswagen,Canada,155719,1661352,8817,2447,967683.77,6.21,0.0053,17.66,0.2776,0.43,395.36,0.0253,4.0,0.66,14138,0.46,47.7,52.3,25-34,Male,Student,Low,Social Media,Search Ad
2023-06-30,Volkswagen,Espagne,3670410,66469542,6292782,380457,21663730.51,5.9,0.0947,0.58,0.0605,189.93,56.94,0.0358,4.93,-0.85,72572,-0.69,6.5,93.5,55-64,Male,Self-employed,High,Outdoor,Video
2023-06-30,Volkswagen,Italie,97093,1625674,149578,23796,6279952.38,64.68,0.092,0.65,0.1591,0.4,263.9,0.1296,3.08,0.96,37911,1.01,52.9,47.1,45-54,Male,Employee,High,Digital,Banner
2023-06-30,Volkswagen,Brésil,6096801,40733373,1678530,408306,186567883.1,30.6,0.0412,3.63,0.2433,8.15,456.93,0.1418,4.01,-0.23,57706,-0.25,21.3,78.7,45-54,Male,Employee,Middle,Print,Sponsored Post
2023-06-30,Volkswagen,Australie,9993555,108501290,3911444,1146113,408008884.88,40.83,0.036,2.55,0.293,79.53,355.99,0.1371,3.17,0.04,19602,0.21,47.7,52.3,35-44,Non-binary,Retired,Low,Print,Email
2023-06-30,Volkswagen,Japon,5803014,82781887,8049347,406439,179347784.2,30.91,0.0972,0.72,0.0505,32.86,441.27,0.0384,3.5,0.53,55910,0.42,75.2,24.799999999999997,25-34,Male,Student,High,Social Media,Sponsored Post
2023-06-30,IKEA,USA,4833158,60645474,3170851,257589,89199596.3,18.46,0.0523,1.52,0.0812,36.1,346.29,0.04,3.31,-0.2,91466,-0.32,36.0,64.0,25-34,Male,Employee,Low,Outdoor,Email
2023-06-30,IKEA,France,7553246,85953466,6407283,1628466,239769796.14,31.74,0.0745,1.18,0.2542,19.55,147.24,0.135,3.36,0.49,73697,0.29,71.2,28.799999999999997,55-64,Male,Student,Middle,Outdoor,Email
2023-06-30,IKEA,Allemagne,3875324,21195484,1271049,186429,37619464.74,9.71,0.06,3.05,0.1467,5.55,201.79,0.1185,3.87,0.14,5147,0.19,55.5,44.5,65+,Non-binary,Unemployed,High,Print,Search Ad
2023-06-30,IKEA,UK,1185582,22056425,1445941,165205,59513246.09,50.2,0.0656,0.82,0.1143,20.39,360.24,0.1479,3.6,1.0,43945,1.15,99.4,0.5999999999999943,35-44,Non-binary,Retired,Middle,Print,Email
2023-06-30,IKEA,Canada,5784255,69507155,5081794,404050,140227691.77,24.24,0.0731,1.14,0.0795,18.16,347.05,0.0345,3.4,-0.67,66796,-0.57,10.0,90.0,25-34,Non-binary,Unemployed,Low,Digital,Banner
2023-06-30,IKEA,Espagne,7869113,129939964,5911455,769099,292665844.24,37.19,0.0455,1.33,0.1301,28.67,380.53,0.1021,3.26,0.72,78862,0.83,55.5,44.5,45-54,Non-binary,Self-employed,Middle,Print,Video
2023-06-30,IKEA,Italie,3182651,58508199,459669,26191,8516567.33,2.68,0.0079,6.92,0.057,22.78,325.17,0.0504,3.83,0.51,74853,0.43,71.7,28.299999999999997,25-34,Non-binary,Retired,Low,Digital,Banner
2023-06-30,IKEA,Brésil,4184803,40110760,3845007,887470,103832169.91,24.81,0.0959,1.09,0.2308,12.15,117.0,0.0742,4.62,0.97,69662,1.01,85.4,14.599999999999994,45-54,Female,Unemployed,High,Print,Sponsored Post
2023-06-30,IKEA,Australie,2505761,37506443,3655132,1076230,454411400.58,181.35,0.0975,0.69,0.2944,8.08,422.23,0.0201,3.4,0.62,62174,0.68,43.5,56.5,55-64,Male,Self-employed,High,Social Media,Email
2023-06-30,IKEA,Japon,144704,939053,32413,2343,1085831.94,7.5,0.0345,4.46,0.0723,0.31,463.43,0.1173,4.06,0.27,21154,0.15,43.0,57.0,55-64,Female,Employee,High,TV,Video
2023-06-30,Twitter,USA,6019422,79338228,6993975,1957358,343634440.2,57.09,0.0882,0.86,0.2799,16.23,175.56,0.1209,3.75,0.8,59784,0.95,61.4,38.6,35-44,Female,Retired,Low,TV,Sponsored Post
2023-06-30,Twitter,France,1089683,6077257,572245,108249,5987686.74,5.49,0.0942,1.9,0.1892,19.91,55.31,0.1038,4.71,-0.41,2983,-0.6,21.5,78.5,25-34,Male,Student,High,Social Media,Sponsored Post
2023-06-30,Twitter,Allemagne,6670217,89967222,1697988,357953,113818414.21,17.06,0.0189,3.93,0.2108,19.17,317.97,0.0211,4.27,-0.65,26909,-0.48,16.4,83.6,45-54,Female,Employee,High,TV,Video
2023-06-30,Twitter,UK,5200801,45232720,3434400,565640,69039033.68,13.27,0.0759,1.51,0.1647,10.6,122.05,0.1324,4.76,-0.05,11275,-0.14,30.1,69.9,25-34,Female,Self-employed,Low,Outdoor,Banner
2023-06-30,Twitter,Canada,525690,8890342,610543,152758,56209336.3,106.92,0.0687,0.86,0.2502,8.98,367.96,0.0566,3.4,0.47,96395,0.47,64.2,35.8,45-54,Female,Self-employed,High,Digital,Search Ad
2023-06-30,Twitter,Espagne,9993572,174853661,15961789,4278049,788548691.47,78.91,0.0913,0.63,0.268,71.79,184.32,0.1054,3.52,0.12,77540,0.04,52.6,47.4,25-34,Non-binary,Retired,Middle,Digital,Sponsored Post
2023-06-30,Twitter,Italie,5609059,96771009,4696646,896967,423258646.89,75.46,0.0485,1.19,0.191,21.01,471.88,0.0432,4.85,-0.42,46196,-0.34,14.9,85.1,65+,Female,Employee,Low,TV,Video
2023-06-30,Twitter,Brésil,1901886,18073814,1106070,165759,10552717.94,5.55,0.0612,1.72,0.1499,4.5,63.66,0.0779,3.64,-0.44,28360,-0.41,25.7,74.3,18-24,Non-binary,Self-employed,Middle,Outdoor,Search Ad
2023-06-30,Twitter,Australie,6389983,68788519,1180755,278678,83974715.96,13.14,0.0172,5.41,0.236,37.12,301.33,0.0508,3.68,-0.52,96811,-0.39,12.4,87.6,65+,Non-binary,Employee,High,Print,Sponsored Post
2023-06-30,Twitter,Japon,3287114,45765481,3970712,380495,123053485.74,37.44,0.0868,0.83,0.0958,13.43,323.4,0.1101,3.91,0.64,88581,0.74,45.3,54.7,35-44,Male,Self-employed,Middle,Outdoor,Email
2023-07-31,Nike,USA,546023,3737634,373697,87640,5899647.52,10.8,0.1,1.46,0.2345,0.99,67.32,0.0656,3.98,0.33,48820,0.35,46.9,53.1,35-44,Non-binary,Employee,Low,Print,Video
2023-07-31,Nike,France,5710785,65280572,2242872,235657,59569833.64,10.43,0.0344,2.55,0.1051,14.06,252.78,0.0818,3.92,-0.86,43422,-0.68,6.6,93.4,25-34,Female,Retired,High,Outdoor,Video
2023-07-31,Nike,Allemagne,956335,17892776,1421198,170048,76408763.22,79.9,0.0794,0.67,0.1197,11.85,449.34,0.063,3.32,0.82,28908,0.86,81.3,18.700000000000003,25-34,Non-binary,Employee,Low,Social Media,Video
2023-07-31,Nike,UK,2597171,12993539,804938,68661,19170320.74,7.38,0.0619,3.23,0.0853,2.87,279.2,0.106,4.41,0.12,21076,0.19,41.2,58.8,35-44,Male,Self-employed,Low,Social Media,Email
2023-07-31,Nike,Canada,2304644,13152819,802883,213029,80275608.84,34.83,0.061,2.87,0.2653,4.36,376.83,0.0247,3.77,0.23,14610,0.3,50.5,49.5,65+,Non-binary,Self-employed,High,Social Media,Search Ad
2023-07-31,Nike,Espagne,5540275,74686240,2326672,162123,24312161.86,4.39,0.0312,2.38,0.0697,15.41,149.96,0.0508,3.2,0.81,12423,0.74,79.5,20.5,65+,Non-binary,Self-employed,Middle,TV,Banner
2023-07-31,Nike,Italie,6500106,105482208,1781835,319793,64808893.11,9.97,0.0169,3.65,0.1795,798.75,202.66,0.113,4.5,-0.18,23253,-0.29,28.1,71.9,18-24,Non-binary,Self-employed,Low,Digital,Search Ad
2023-07-31,Nike,Brésil,1502618,17149546,662657,48584,17037446.24,11.34,0.0386,2.27,0.0733,30.16,350.67,0.1287,4.47,-0.52,82280,-0.51,17.3,82.7,65+,Non-binary,Self-employed,High,Print,Sponsored Post
2023-07-31,Nike,Australie,4555695,43820374,3839828,220458,52350369.69,11.49,0.0876,1.19,0.0574,17.52,237.46,0.1217,4.63,0.53,60077,0.63,56.2,43.8,35-44,Male,Self-employed,Middle,Print,Video
2023-07-31,Nike,Japon,8422537,68639548,2960468,296520,28394921.13,3.37,0.0431,2.85,0.1002,21.95,95.76,0.0488,4.57,0.78,93509,0.75,46.3,53.7,45-54,Non-binary,Self-employed,Middle,Outdoor,Email
2023-07-31,Apple,USA,6785717,122966766,5909212,381670,158535470.27,23.36,0.0481,1.15,0.0646,42.8,415.37,0.023,4.44,-0.24,56935,-0.42,26.3,73.7,65+,Non-binary,Self-employed,Low,Outdoor,Sponsored Post
2023-07-31,Apple,France,2492740,28412398,2702426,419457,130861662.34,52.5,0.0951,0.92,0.1552,8.95,311.98,0.065,4.69,-0.58,51527,-0.47,13.2,86.8,35-44,Male,Self-employed,Low,Digital,Sponsored Post
2023-07-31,Apple,Allemagne,244883,3701546,313129,30960,6923210.53,28.27,0.0846,0.78,0.0989,1.52,223.62,0.0869,3.42,0.17,51826,-0.01,29.4,70.6,18-24,Non-binary,Employee,Low,Outdoor,Email
2023-07-31,Apple,UK,1782931,19277342,493296,134101,9341312.07,5.24,0.0256,3.61,0.2718,10.38,69.66,0.1124,4.16,0.28,63489,0.11,35.0,65.0,55-64,Non-binary,Employee,High,TV,Search Ad
2023-07-31,Apple,Canada,8973829,109194643,6810856,504555,87243248.61,9.72,0.0624,1.32,0.0741,126.03,172.91,0.1302,4.91,-0.07,48453,-0.09,40.6,59.4,18-24,Non-binary,Student,High,Social Media,Email
2023-07-31,Apple,Espagne,5368756,87193968,1480846,122602,37096892.77,6.91,0.017,3.63,0.0828,112.41,302.58,0.0634,4.37,0.23,23027,0.23,58.6,41.4,45-54,Female,Self-employed,High,TV,Email
2023-07-31,Apple,Italie,8218001,65856903,1619524,423404,163518344.02,19.9,0.0246,5.07,0.2614,16.82,386.2,0.1371,4.14,-0.77,43749,-0.91,11.3,88.7,65+,Female,Unemployed,Low,Print,Sponsored Post
2023-07-31,Apple,Brésil,4154610,80129041,3621189,515923,28626341.61,6.89,0.0452,1.15,0.1425,18.21,55.49,0.1342,3.64,0.51,56556,0.56,50.5,49.5,45-54,Male,Retired,Low,Social Media,Banner
2023-07-31,Apple,Australie,7875185,50673560,1840616,338122,35571605.51,4.52,0.0363,4.28,0.1837,33.91,105.2,0.0896,4.74,0.97,26588,0.88,60.8,39.2,35-44,Male,Employee,Low,Print,Email
2023-07-31,Apple,Japon,217622,3417559,118113,23408,9932845.65,45.64,0.0346,1.84,0.1982,0.8,424.32,0.0773,3.89,0.29,39767,0.26,42.4,57.6,65+,Female,Retired,Low,TV,Search Ad
2023-07-31,McDonald's,USA,8204445,67810268,6655968,1430241,88401493.22,10.77,0.0982,1.23,0.2149,60.75,61.81,0.1363,4.81,0.02,65173,0.2,32.6,67.4,18-24,Female,Student,Low,TV,Sponsored Post
2023-07-31,McDonald's,France,1122125,9111614,707006,102382,3727177.89,3.32,0.0776,1.59,0.1448,2.58,36.4,0.062,3.84,0.13,57207,0.21,34.4,65.6,45-54,Female,Self-employed,Middle,Social Media,Video
